Datetime,username,Text,language,coordinates
2017-10-15 19:47:38+00:00,BartRoozendaal,"Why isn't there another hospital and doctor that comes forward to do this transplant? #beyondme 
#SaveAJDickerson",en,"Coordinates(longitude=5.2432057, latitude=52.1103985)"
2017-10-12 15:09:57+00:00,FNInl,"Weer zo'n historisch moment. Van harte gefeliciteerd, doctor! https://t.co/xGLtptftj8",nl,"Coordinates(longitude=5.1423365, latitude=51.9196095)"
2017-09-15 14:14:58+00:00,RoySantiago,"Die knappe man in het midden, die mag zichzelf vanaf vandaag Doctor melvinwevers noemen. @ Domtoren https://t.co/Co8Owzkbk1",nl,"Coordinates(longitude=5.12105, latitude=52.09095)"
2017-09-15 07:40:20+00:00,_JMaxx,These screaming kids in the Doctor's are doing my head in. 🙄,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2017-09-06 12:33:41+00:00,HBBurggraaff,Nog even en #Buma is doctor #Evil? https://t.co/G1tRjKVuxM,nl,"Coordinates(longitude=5.0176128, latitude=52.278009)"
2017-08-20 19:42:24+00:00,KasperZZ,"@DrJAshton Doctor, what are your thoughts on the popular documentary ""What the Health"" ?",en,"Coordinates(longitude=5.0949925, latitude=52.085001)"
2017-08-09 17:22:47+00:00,WimvanderPoel1,A British doctor seems to have detected the athlete's norovirus by eye! Amazing! https://t.co/ESY968Chsa,en,"Coordinates(longitude=5.137385, latitude=52.2557636)"
2017-08-02 15:36:07+00:00,michiemich_,@bb_nighthawk my doctor told me to take 1x ibuprofen 600 and 2x paracetamol all together!,en,"Coordinates(longitude=5.2432057, latitude=52.1103985)"
2017-07-27 11:21:54+00:00,DiamonDie,"@ukbenallen @wilshica My good friend was also diagnosed with panic disorder for years, until he got a tonic-clonic seizure at a doctor appointment.",en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-07-24 17:20:09+00:00,DiamonDie,"@MeLivingWithME @itsMEmissinglis It is shocking! In Finland there's one expert doctor for 5 million people/25,000 ME patients, and he risks losing his license treating us.",en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-07-24 17:15:46+00:00,DiamonDie,"@itsMEmissinglis @MeLivingWithME Of course money is also an issue for most of us, doctors cost money, meds cost money, supplements cost money. But cheap treatments exist.",en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-07-24 17:14:37+00:00,DiamonDie,"@MeLivingWithME @itsMEmissinglis Doctors are clueless. :-( One either needs to find a knowledgeable doctor, or a clueless open-minded one while doing your own research.",en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-07-23 22:08:08+00:00,DiamonDie,"@DanielTobin17 @Diaptera_80 Yeah. Myalgic encephalomyelitis sounds bad (and makes sense) to a doctor, incomprehensible but devastating to a layman.",en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-07-20 12:02:57+00:00,DiamonDie,"@MeLivingWithME @___Hilde Yeah, private doctors can be expensive. That's unfortunately how it is. :-/",en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-07-20 11:47:10+00:00,DiamonDie,@MeLivingWithME @___Hilde The best way to get optimal treatment is to read up on it yourself and then find an open-mjnded doctor of any specialty. Works.,en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-07-16 16:19:01+00:00,SonjaS82,"@weedebee En ik ben dol op Russel T. Davies, om zijn Cucumber-Banana-Tofu trilogie. Is hij ook nog de schrijver bij Doctor Who nu?",nl,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-07-16 16:17:33+00:00,SonjaS82,"@weedebee Goed zo. Ik heb van Doctor Who alleen de oeroude afleveringen gezien, toen ik ziek bij een Britse vriendin logeerde. Fijn gevoel bij.",nl,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-07-13 07:21:38+00:00,DiamonDie,@halcionandon Most people aren't interested. Doctors aren't interested.,en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-07-12 15:34:02+00:00,DiamonDie,"@MEawareness @John_CFS @TinaRodwell1 Interesting. Sad. My doctor Olli Polo lost his tenure at Tampere University, Finland, for prescribing LDN. (So kinda my fault. :-P)",en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-07-12 07:02:52+00:00,DiamonDie,@BoldlyTweeting @NomTweet I really hope the doctor will be able (and willing!) to help you.,en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-07-09 12:59:10+00:00,DiamonDie,"@magapanthus Oh, if you asks doctors, patients taking their own temperature is not objective at all...",en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-07-06 13:23:08+00:00,DiamonDie,Olli Polo understands the pathogenesis of #mecfs the best of all doctors. Here he discusses sleep and dysautonomia. https://t.co/VdlrmfyhdO,en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-07-04 07:37:03+00:00,DiamonDie,"@BoldlyTweeting @Laurenlaytonlos And the doctors can continue their nasty behaviour if they don't face any consequences, even if the patient kills themselves as a result.",en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-07-04 07:29:41+00:00,DiamonDie,"@BoldlyTweeting @Laurenlaytonlos Of course it's a complex issue. If doctors and government agencies were prosecuted more often, we would be treated better by them.",en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-07-04 07:26:27+00:00,DiamonDie,"@BoldlyTweeting @Laurenlaytonlos Your choice, but doctors who failed you should have been charged with manslaughter.",en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-07-04 07:25:12+00:00,DiamonDie,"@BoldlyTweeting @Laurenlaytonlos If a person kills themselves because doctors fail them, it's 100% doctors' fault. (Also, some doctors do tell patients to do it.)",en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-07-04 07:22:14+00:00,DiamonDie,@BoldlyTweeting @Laurenlaytonlos That doesn't change the fact that tons of suicides are absolutely the fault of doctors or government agencies. Every single case I've known.,en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-07-04 07:16:56+00:00,DiamonDie,@BoldlyTweeting @Laurenlaytonlos Many suicides are caused by doctors failing and thus the doctors' fault.,en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-07-03 18:50:49+00:00,Niek_NTe,@ChrisWorsfold1 Whahaha no way! It worked like a charm for me! Why doctors don't prescribe it?,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2017-07-03 17:57:29+00:00,DiamonDie,@DanielTobin17 @MBVanElzakker You can find LDN-prescribing doctors through LDN organizations/forums. Or get a prescription through https://t.co/W6nYDIbTPS,en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-07-03 09:48:30+00:00,DiamonDie,"Yet another sad tale of doctors being arrogant, beliefs overriding documentation (and women being expendable). https://t.co/aRVH7Q6YHK",en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-07-02 12:47:40+00:00,DiamonDie,Very important article for doctors. My second medical book in Finnish (in 2011) was focused on this kind of stuff. https://t.co/6yGBljyCyH,en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-06-29 09:55:27+00:00,DiamonDie,"@RoystonSerious My ME doctor Olli Polo (a pulmonologist/sleep doc) is the world expert on this, but has only published on it in RLS: https://t.co/7YwTMzydkA",en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-06-28 17:33:22+00:00,DiamonDie,"@DanielTobin17 @MicrobeProject Just warning you, it's _very_ technical. Most doctors couldn't read it... My own book (Reviving the Broken Marionette) distills some of it.",en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-06-26 08:22:30+00:00,DiamonDie,"@ArlettePoolen @MBVanElzakker A lot of ME doctors agree it can be a trigger. Hyde used to say causes ""secondary ME"", now says ""causes illness similar to ME"".",en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-06-22 06:25:39+00:00,DiamonDie,@SLovesSmiles Have you read Paul Kalanithi's memoir? I've read hundreds of books my doctors and that was the best written one.,en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-06-21 11:50:09+00:00,Avaaz,#Monsanto Spin Doctors Target Cancer Scientist in Flawed Reuters Story: https://t.co/3uwgZCAAni? via @HuffPostPol #glyphosate @EU_Commission,en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-06-18 13:45:26+00:00,DiamonDie,@BoldlyTweeting Are you sure you tried everything? Doctors so often miss an option.,en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-06-17 17:09:03+00:00,DiamonDie,"My debut poetry collection, out next year, will (not surprisingly) feature lots of poems about #mecfs. :-P And many patients and my doctor.",en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-06-13 14:04:28+00:00,moviefanticMS,"@bbcdoctorwho I would love to win, ill go in my fifth doctor cosplay!  #DWFinaleCountdown https://t.co/8MoIGCM1Jt",en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-06-12 00:35:41+00:00,toegangtotrecht,"@RutgervdNoort @demo_demo_nl Doordat (spin doctors &amp;) regeringsleiders verzaken, komen bevolkingsgroepen tegenover elkaar te staan. Dit heeft niets met #racisme van doen",nl,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2017-05-31 06:23:08+00:00,PinKibFAKE,"Apparently THEY say ""A Apple a day keeps the Doctor Away""!!!
THEY say, but who the FAKE are… https://t.co/55V3pXjzSS",en,"Coordinates(longitude=5.17509668, latitude=52.10736014)"
2017-05-28 12:31:01+00:00,MarionKoopmans,"Must read, view of a young doctor on the state of the medical profession  https://t.co/5bJCo0IE81",en,"Coordinates(longitude=5.1927806, latitude=52.0585255)"
2017-05-23 19:20:48+00:00,arjanknaap,"De docu Get Me Roger Stone, spin doctor voor Nixon en Reagan en kingmaker van Trump op Netflix. Boeiend. Mooi beeldmateriaal. Openhartig. https://t.co/uZmBbkETgb",nl,"Coordinates(longitude=5.1927806, latitude=52.0585255)"
2017-05-22 18:02:57+00:00,joostvanbellen,"“Hello?”
“Doctor, doctor...!!! It’s me, @joostvanbellen ...!! I think I have a really bad case… https://t.co/wmFzPOSyLD",en,"Coordinates(longitude=5.11322, latitude=52.09235)"
2017-05-18 20:53:01+00:00,RZachariasse,This is what I write. Dutch only though. But it's about a doctor with a private practice… https://t.co/QU322FVait,en,"Coordinates(longitude=4.87967, latitude=52.08538)"
2017-05-17 13:33:37+00:00,toneeaj,"I got a blood test from an expat doctor here and they emailed me the results, in DUTCH, all doctor terminology and didn't explain anything?",en,"Coordinates(longitude=5.0176128, latitude=52.278009)"
2017-05-10 15:06:48+00:00,raybogman,#magento doctor to the rescue during #mm17nl @ DeFabrique Evenementenlocatie https://t.co/0X8aPfk2KP,es,"Coordinates(longitude=5.0489718, latitude=52.127702)"
2017-05-10 14:49:58+00:00,raybogman,#mm17nl w/ @janbrooijmans the #realmagento BI specialist &amp; Mage Doctor @raybogman @ DeFabrique… https://t.co/GWheWwMQmN,en,"Coordinates(longitude=5.0489718, latitude=52.127702)"
2017-05-08 23:33:53+00:00,ozcgil,Estoy en modo espera para entrevistar mañana al Doctor @Tisnianders acá en la ciudad de  #Utrecht https://t.co/NWctzIywoK,es,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-04-28 09:14:52+00:00,DiamonDie,@tremulant1 My doctor prescribes drinking salt water for almost all ME patients. Some with hypertension have had their blood pressure go down.,en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-04-26 13:18:25+00:00,DiamonDie,"@cedawnow @wilshica @PaulCoddington Sorry to hear that. :-/ I knew someone who has a severe congenital immune deficiency, after CFS dg doctors started neglecting the other dg.",en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-04-24 21:19:08+00:00,brechtjanssen,Help je mee! Ik ga 400 km fietsen 6 dgn rond de Kilimanjaro dit najaar voor Amref Flying Doctors. En €5000 ophalen. https://t.co/2mpYIawBcH,nl,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2017-04-18 08:12:53+00:00,chika_biddy,The Doctor took a vacation to be a professor! And Bill smiles at things she doesn't understand. This episode is beautiful. #DoctorWho #s10e1,en,"Coordinates(longitude=5.1927806, latitude=52.0585255)"
2017-04-12 09:20:48+00:00,pvermeu2,Doctors demand extreme EHR makeover ... right now https://t.co/wuZfzyt4uR via @HealthITNews,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2017-04-09 20:21:51+00:00,twistedmnd,"If you think science got it wrong, go see a doctor https://t.co/V0kwKhmXss",en,"Coordinates(longitude=5.1021407, latitude=52.1776298)"
2017-04-09 11:13:20+00:00,DiamonDie,@coffeespoonie @kelseyhardin_ There is no need to be hostile. Unfortunately patients often have to decide whether they want to get better or please their doctors.,en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-04-09 11:05:11+00:00,DiamonDie,"@coffeespoonie @kelseyhardin_ Unfortunately most doctors are not well informed on LDN, leading them to recommend treatments that make the illness worse in the long run.",en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-04-07 18:45:30+00:00,DiamonDie,"@kelseyhardin_ A good doctor accepts when unusual things clearly happen and starts figuring out why, bad doctors just say ""that isn't possible"".",en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-02-22 07:20:39+00:00,CatDadDan,Going to talk genetics with my doctor today.,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2017-02-19 09:00:53+00:00,Cimyne,@paulVaughan12 @Cyber_Norm @lisadouthitww - is die vent 'doctor'?,en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-02-15 09:15:02+00:00,JaelJoFrancy,Serious whats the point of being a doctor when youre only available from 8am till 1 pm and when i call your whole practice is closed!😡,en,"Coordinates(longitude=5.0218762, latitude=51.8575967)"
2017-01-30 05:42:38+00:00,TheoBoer,This is how misinformation about #euthanasia in the NL is born. For all clarity: panel did not clear this doctor. https://t.co/qEHgH6kHLx,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2017-01-26 11:53:19+00:00,JoostMaltha,"""Doctors need to be trained to optimally act, engage with patients, in networked digital health care"" @jeroentas #IHEXP2017 #panelsession",en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2017-01-24 07:21:58+00:00,Mogie75NL,"Concierge medicine: $149 a Month, the Doctor Will See You as Often as You Want #rethinkmedicine #designyourhealth https://t.co/84WQqOqMge",en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2017-01-22 22:39:30+00:00,Anandstweets,Doctor Who quote about #alternativefacts sounds awfully relevant 40 years later. https://t.co/1xJfrS6MO9 https://t.co/x6R4jYABvA HT @Gizmodo,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2017-01-17 11:21:23+00:00,uddenfeldt,The new generation of supporting systems will make doctors more efficient and improve outcomes. #healthcare https://t.co/k01zczhf3n,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2017-01-07 19:49:48+00:00,VIRM4,You might want to see a doctor about those... https://t.co/bTMnL4Fol4,en,"Coordinates(longitude=4.9881885, latitude=52.1940804)"
2017-01-03 16:12:25+00:00,rit,"“He was bitten by a radioactive spider and guess what happened?”
“Well, radiation poisoning I should think.”

I do love Capaldi's Doctor.",en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
