Datetime,username,Text,language,coordinates
2017-10-06 17:11:20+00:00,PatVei,Global exchange #hospitals #healthcare #ptsafety #handhygiene #healthchain #VBHC #ptjourney https://t.co/dCEDmnIg73,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2017-10-04 13:35:25+00:00,PatVei,@AnthonyStaines #teamwork #handhygiene @DirkDeKorne nice to connect Singapore vs GVA #hospitals https://t.co/R02TJE4Iyx,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2017-10-03 10:14:26+00:00,PatVei,#ISQua2017 @WHO #medsafety as a global challenge #polypharmacy #ptsafety #readmissions #hospitals https://t.co/2exHdimHTW https://t.co/OdQJojran9,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2017-08-22 06:49:51+00:00,RoxNoordhoorn,Getting ready for recording radial procedures in Tergooi hospital #ldtr #radialfirst @ferdikiem @ThinkRadial https://t.co/Pv1NdjsTx0,en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-08-18 01:46:12+00:00,anasancob,"BCN ...archivo d la cortesía, albergue d los extranjeros, hospital d los pobres, patria d los valientes (...) y en sitio y en belleza, única https://t.co/ZNAweNo3hd",es,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-08-15 19:27:41+00:00,liquid_sope,@breuhista @cypherIord @wthparkjimin No that's kooks hospital look closely at the sofa he sitting on,en,"Coordinates(longitude=5.2432057, latitude=52.1103985)"
2017-08-04 05:21:19+00:00,Nadeem_Moghal,"Friday 🗓.@BHR_hospitals 
Bucket thing
1-1s
Team huddle
Workshops planning https://t.co/7cJVWXAQcR",en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2017-07-19 21:09:53+00:00,HarJournalist,#Scotland's Jane Ross on the way to the hospital with a shoulder injury. Her status for the rest of the Euro's is unknown. #WEURO2017,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2017-07-18 14:13:55+00:00,roseshigher,"I'm watching your vlogmas because i had a hard day at the hospital, thankyou for making me smile😊❤ @Zoella https://t.co/6U0kCGuKIN",en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-07-15 12:20:38+00:00,harmenberg,#hospital #sofia #utrecht #wkz @ Wilhelmina Kinderziekenhuis - WKZ https://t.co/Cd9hFpaPF3,nl,"Coordinates(longitude=5.18110779, latitude=52.08938599)"
2017-07-10 04:20:17+00:00,Wekesah,Vox First Person: I shared my toddler's hospital bill on Twitter. First came supporters — then death threats. https://t.co/B8qMf4kw6Y,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2017-07-08 12:07:35+00:00,thenerd_be,"It looks like Theme Hospital…sadly it is F2P and has in-app purchases #nogo

https://t.co/FpzGgAYqqV

don’t mind paying 50 euros for a game",en,"Coordinates(longitude=4.9945458638516, latitude=52.0923582085137)"
2017-07-04 07:31:44+00:00,DiamonDie,"@BoldlyTweeting @Laurenlaytonlos Happened to my friend in a Helsinki hospital. :-( Wasn't even a psychiatrist, I think it was a neuro. (He's a MH/pain patient.)",en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-06-20 18:02:09+00:00,DiamonDie,@BoldlyTweeting @RachelODonnell6 I was fine with the occasional metoprolol for migraines for years. Then suddenly it caused hypoglycemia so bad nearly ended up in hospital.,en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-06-09 16:54:34+00:00,thekitze,"@levelsio 1. offer to promote the hospital on @NomadList
2. ???
3. profit",en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2017-05-30 18:29:07+00:00,comunicacionbo,Presidente @evoespueblo inaugura hospital de tercer nivel en la ciudad de Oruro en su primera fase https://t.co/869issACi0 https://t.co/JSWsOyapwn,es,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-05-30 18:01:17+00:00,comunicacionbo,@evoespueblo participa de firma de convenio para construcción y equipamiento de hospital de tercer nivel en El Alto https://t.co/IGAHBIFOv2 https://t.co/9uzpuhAxYz,es,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-05-26 07:04:03+00:00,wendy_bor,Good read; Improved continuous monitoring of hospital patients boosts staff efficiency https://t.co/6lUGbVK8tV,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2017-05-13 17:55:12+00:00,provoost,"One other good thing that might come of this, is if hospitals finally start to treat updating software the same way as washing hands.",en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2017-05-08 12:39:03+00:00,pomtarr,@jeremycorbyn How about a commitment to improve bike parking and end of trip facilities at hospitals? Car-centric thinking only increases air pollution.,en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-05-02 20:03:46+00:00,UAReferendum,"Insane: russians should be beaten up and forced out of Syria. The longer they will dance around, the more hospitals will be annihilated https://t.co/bFPvafofmN",en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-04-10 16:59:20+00:00,enicoline_,the hospitals over over in Sweden think its cancer and 😩😩,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2017-03-30 08:26:23+00:00,flashpro,Need some stock images for a hospital website - these are brilliant! https://t.co/A4MdT3frFK,en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-03-29 17:04:51+00:00,RoelfTurksema,"@RussiaInsider So the US bombs the people before they are in a hospital, mmmh, smart? ;-)",en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-03-21 21:19:00+00:00,RoelfTurksema,"@RolloMcFloogle Ha, we could do without hospitals, old people, baseball, schools, computers, army, hey, even without guns.....",en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-03-21 15:11:17+00:00,RoelfTurksema,"@Anarchyball @thefreerifleman To difficult to share some profit for the greater good? Roads, hospitals and schools do not grow on trees....",en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2017-03-14 17:54:23+00:00,wdunsber,Abandoned.. #abandoned #hospital #architecture #old #forgotten #ospedale #krankenhaus… https://t.co/4iFuCJEaXL,en,"Coordinates(longitude=5.346298, latitude=52.139854)"
2017-02-15 15:50:40+00:00,ThomasNoppers,@AxN_SIRE I only got 2 snipers and 1 of them is in the hospital!,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2017-01-31 21:25:14+00:00,WindsorLion,The best part about living 600m from the hospital is that you can walk there when you fall off your bike and... https://t.co/4oWZV0MhuQ,en,"Coordinates(longitude=5.17921411, latitude=52.0862974)"
2017-01-22 11:28:32+00:00,infooverkanker,New charitable hospital in Madinah gives hope to children with cancer: https://t.co/NVU1NDYBjj https://t.co/erC7TNwFuW,en,"Coordinates(longitude=5.1423365, latitude=51.9196095)"
2017-01-17 19:10:41+00:00,withyouDrWu,Learning network:15 Dutch hospitals running/planning #secondvictim peer support program @gerdazeeman @krisvanhaecht https://t.co/7JBr2Tb5K4,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2017-01-17 19:04:12+00:00,withyouDrWu,Great gathering of network 15 Dutch hospitals designing peer support for #secondvictim @krisvanhaecht @gerdazeeman https://t.co/U0Etc28Whg,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2017-01-12 08:26:19+00:00,rit,@noirem … they didn't kick you out of the hospital as soon as you were out of the delivery room? What kind of strange health system is this?,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2017-01-05 15:54:50+00:00,infooverkanker,Cancer unit at Royal Glamorgan Hospital planned: https://t.co/YKwD1COR0x,en,"Coordinates(longitude=5.1423365, latitude=51.9196095)"
