Datetime,username,Text,language,coordinates
2019-10-28 05:06:42+00:00,Antonie19031966,"I think authentic mudrassas can be needed to learn all kind of scripts, music, maths, economic (also a picture like maths or phycisists). Can be used also to learn more about healthcare than just birth control. Eg respecting female hormones in care, because their monthly rhythm",en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2019-10-24 12:12:34+00:00,laurarathbone,Great to be included! And for the space to talk about @LePubNL and @LePubUK ideas for the future! As a healthcare practitioner I got so much out of it and would highly recommend that people join. Thank you everyone that was part of it :) https://t.co/eoD38SoHXN,en,"Coordinates(longitude=5.0176128, latitude=52.278009)"
2019-10-10 10:02:23+00:00,Erik_Leonard,Inspirerend verhaal van @Renske_deBruine op de VZVZ dag over de vijf trends in Healthcare,nl,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2019-10-10 08:35:40+00:00,Marijeliesbeth1,"&gt;2milion articles/yr says Rosella Hermens @IQhealthcare 
@kwf_nl psychosocial meeting, presentation about implementation of healthcare innovation in oncology: Often from bench to bookshelf! @saskiaduijts",en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2019-10-09 08:12:57+00:00,MGvanDalen,"#5G can make sure #healthcare is provided in areas that are hard to reach, e.g. after disasters.
👩‍⚕️📡
#IoT #HealthTech #robot #surgery #Connectivity #Tech #zorg #innovation https://t.co/igzwbax94g",en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2019-10-09 08:00:33+00:00,MGvanDalen,"De link tussen #gezondheidszorg en #5G.
👩‍⚕️📶
#Healthcare #HealthTech #Innovation #CostControl #IoT #zorg https://t.co/37daVZXrgJ",nl,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2019-10-08 20:36:16+00:00,HealthHolland,"Data and data-analytics in healthcare. Artificial intelligence holds great promises in increasing the efficiency of and personalising healthcare. #AI will thereby not replace the healthcare professionals, but will enhance their abilities. #nrclive https://t.co/xgz2TIkgrT",en,"Coordinates(longitude=5.0983024579397, latitude=52.079569754626)"
2019-09-18 18:13:02+00:00,laurarathbone,Are you in or around Amsterdam on October 1st? Fancy a beer and to talk about Psychological flexibility? Are you interested in using value-based healthcare? Then pop along to @deprael! @Pijninfo @TrustmePhysio @LePubUK @timbeames https://t.co/EZEUH6EBqS,en,"Coordinates(longitude=5.0176128, latitude=52.278009)"
2019-09-18 13:31:08+00:00,laurarathbone,Well done that man!It shouldn't be parents of sick children standing up for the NHS whilst NHS staff buzz around them trying to gag them.This is the truth. It's time for everyone that cares about the NHS to stand up and be counted!Private healthcare DOES NOT WORK. #fuckyouboris https://t.co/lw2uZR2OdA,en,"Coordinates(longitude=5.0176128, latitude=52.278009)"
2019-09-17 07:31:48+00:00,bjschrijver,Congratulations to @CarePay1 on receiving a Duke’s Choice Award for innovation with @java in healthcare! https://t.co/Lwr19lpbMr,en,"Coordinates(longitude=4.9092946, latitude=52.1149386)"
2019-08-15 18:08:41+00:00,Benthifer,"@GothamGirlBlue Shit is wild out there right now. I've had at least half a dozen of them lecture me about how they're fighting for affordble healthcare/education and the climate. I'm like ""Yeah mother fucker, I know. That's been the platform for 50 years. You're the late-comer, not us.""",en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2019-08-13 22:20:11+00:00,Benthifer,@chrisdameanor19 Exactly. His healthcare plan especially doesn't go quite far enough me but I respect what he did with it in Colorado. 95% coverage in a purple state is pretty impressive.,en,"Coordinates(longitude=4.7919685, latitude=52.0649667)"
2019-08-13 19:04:00+00:00,Benthifer,@AirborneChick2 @PhilipWegmann I agree. I currently live next door in the Nehterlands and the healthcare here is similar and it's really great.,en,"Coordinates(longitude=4.7919685, latitude=52.0649667)"
2019-06-05 08:12:56+00:00,MTTetteroo,Mooie samenwerking tussen @DuraVermeer  en @Bouwinvest. Het healthcare en residential fund verwerven zorgwoningen en reguliere woningen.   https://t.co/TTA1dpa9jo,nl,"Coordinates(longitude=4.9092946, latitude=52.1149386)"
2019-06-05 01:03:44+00:00,kromst,"@buitenbeentje66 @clairlemon Yeah well, it just happens to coincide with the degradation/collapse of mental healthcare in the Netherlands. Plus you are deadwrong to assume I have no idea about mental health issues.",en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2019-05-26 10:01:01+00:00,iTrainEU,"@simongerman600 This picture makes a lot of sense for a system that has a market approach to disease.

I would love to see this analysis stratified for level of government regulation of healthcare.

#HealthIsNotaCommodity",en,"Coordinates(longitude=5.1195597, latitude=51.9594995)"
2019-04-17 06:54:06+00:00,feenstra_petra,"Vandaag vroeg op pad. Dag van de Preventie https://t.co/HtvA1UnYRu via @Zorgvisie benieuwd welke #tipsentricks we krijgen om #preventie beter op de kaart te zetten! Van sickcare naar healthcare! Met oa @PaulBlokhuis, @MKaljouw, @RuudVeltenaar, @ReintJanRenes en @carinahilders",nl,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2019-04-14 08:16:07+00:00,MGvanDalen,"How great is this new prototype wheelchair developed by Swiss students!
♿️
#innovation #tech #healthcare https://t.co/ehanyTK959",en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2019-04-07 07:52:47+00:00,robrocks63,👌🏻 healthcare as it should be! https://t.co/SGc0n7g7o2,en,"Coordinates(longitude=5.1927806, latitude=52.0585255)"
2019-03-27 12:23:51+00:00,RamonVullings,"Ready for the cross-industry innovation session on ‘The Future of Work: jobs in transition’ #healthcare #elderly #care 
#ideaDJ #crossindustryinnovation #innovation #xind #notinventedhere… https://t.co/c9ydJkRDff",en,"Coordinates(longitude=5.11206511, latitude=52.09301995)"
2019-02-19 07:01:37+00:00,tcbvinnie,"I'm at Pinkroccade Healthcare in Baarn, Utrecht https://t.co/uwisZhCRMZ",en,"Coordinates(longitude=5.301408, latitude=52.216003)"
2019-02-15 07:41:36+00:00,MGvanDalen,"#5G kan veel toegevoegde waarde leveren aan de #zorg sector👇
👩🏻‍⚕️
#eHealth #FutureHealthcare #Healthcare #connectivity https://t.co/gW4YBTxdYJ",nl,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2019-02-09 14:39:12+00:00,martinoverbeeke,@Milnoc @SSWorks @AOC Works quit well in The Netherlands (and nearly all European countries)  a high standard of healthcare with access for all inhabitants inclusief refugees,en,"Coordinates(longitude=5.2229238, latitude=52.2191567)"
2019-01-31 16:34:45+00:00,GijsvanLoef,"@HealthHolland @NLTopsectoren 'Why The Netherlands' (YouTube-advertorial) is, According to My Opinion, A Little of Balance: Too Much Marketing and Salestalk, But Lacking Evidence Based Accomplishments of @HealthHolland / @ZonMw . Healthcare Is Not Flat/Plain Business!!!",en,"Coordinates(longitude=5.1927806, latitude=52.0585255)"
2019-01-25 16:07:07+00:00,GijsvanLoef,The Partnership of @OECD and the @EuropeanCommiss makes the Performance of European Healthcare systems more Transparant for Everybody. Query: How does the Dutch Healthcare system perform in comparison to the EU14? &gt; https://t.co/nmDpt1dYmi https://t.co/JPh2SQMCX4,en,"Coordinates(longitude=5.1927806, latitude=52.0585255)"
2019-01-21 14:35:30+00:00,KGFerrier,Imagine: “...A 1% wealth tax would raise $418bn a year -enough to educate every child not in school and provide healthcare that would prevent 3 mln deaths...” https://t.co/kq0wDloocX,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
