Datetime,username,Text,language,coordinates
2021-12-30 19:46:23+00:00,jan_jmast,@Vickyvdtogt @MarijnissenL @ElsTimmer3 Volg de SP eigenlijk wel? Kan ook zijn dat je daarvoor te ziek bent. Mijn schoondochter heeft ook Long Covid; kreeg het van een leerling en komt er niet meer vanaf. Ze is nu een afgekeurde onderwijzeres. Mijn beste vriend is door Corona gestorven binnen drie dagen!,nl,"Coordinates(longitude=4.7288999, latitude=52.2782266)"
2021-12-30 19:14:52+00:00,Harremanz,#brexit: is the UK bringing #Covid home?,en,"Coordinates(longitude=5.91513263870015, latitude=52.1788938332909)"
2021-12-30 18:58:02+00:00,jan_jmast,@waltervet74 @FrankvLoenhout Hallo! Alsof de gezondheidszorg niet met ALLE macht werkt om het aantal doden te beperken!Daar ben ik nou trots op. Gaat u straks ook uitrekenen hoe schadelijk de naweeën van Long covid zijn?,nl,"Coordinates(longitude=4.7288999, latitude=52.2782266)"
2021-12-30 16:54:31+00:00,kindval,@roelgrif Ik volg al een tijdje John Campbell op youtube met zijn dagelijkse updates mbt covid. Betrouwbare bron…hij is optimistisch : https://t.co/Qkp2wDWOK1,nl,"Coordinates(longitude=4.4391012, latitude=52.1188805)"
2021-12-30 15:57:33+00:00,HansBeenakker,"Met @carlakreuk in @ZRivierenland door directie rondgeleid langs afdelingen. Personeel getrakteerd op oliebollen. Bijzonder mooie, gesprekken met medewerkers. Beeld: impact corona enorm, lockdown geeft nu enige rust, meeste covid-patiënten zijn ongevaccineerd, zorgen om omikron. https://t.co/t59QXiru8L",nl,"Coordinates(longitude=5.3279438, latitude=51.8517987)"
2021-12-30 15:46:24+00:00,onno_aerden,"Waarom zég je zoiets dan?

#Gommers #teveelinbeeld

Gommers na 'covid is peanuts'-uitspraak: wilde niet minachtend doen over virus - https://t.co/CYxTaHBPEQ",nl,"Coordinates(longitude=4.7288999, latitude=52.2782266)"
2021-12-30 15:26:54+00:00,har36161137,CU at the covid tribunals https://t.co/5YL9tB2Hhl,en,"Coordinates(longitude=5.7270313, latitude=52.0732616)"
2021-12-30 15:08:02+00:00,Geajbroekema,"Bij de buren COVID. Maar mijn cp laat geen PCR test doen.Dus zelf verantwoordelijkheid nemen en naar de teststraat. Bewondering voor de GGDmedewerkers! Maar Jemig, die stok gaat ongeveer je voorhoofdsholte in. #coronatest #topGGD",nl,"Coordinates(longitude=4.5505577, latitude=52.2144875)"
2021-12-30 13:14:06+00:00,HansKoppies,"@JJ_Almekinders @wierdduk Het zou de heer Gommers sieren zich eerst te verdiepen alvorens vanuit onwetendheid dit soort uitspraken te doen. Data en onderzoek rond kinderen en Covid-19 vertellen reeds lang een geruststellende verhaal. Recent nog deze analyse in het VK.
https://t.co/QLngTDW1Uu",nl,"Coordinates(longitude=4.7084296, latitude=52.5920255)"
2021-12-30 13:13:58+00:00,kindval,@wierdduk Ik geloof je meteen Wierd. Ik ken inmiddels tientallen mensen die covid gehad hebben en niemand daarvan heeft er iets aan overgehouden. Ik denk dat het het uiteindelijk wel mee zal vallen met die long covid..,nl,"Coordinates(longitude=4.4391012, latitude=52.1188805)"
2021-12-30 10:43:30+00:00,Natas___ja,"Covid en zijn varianten..prikken. wel beschermd niet voldoende, drie keer per jaar, minder opnamens...enz.🧐😳😲 https://t.co/mMcXBkeki5",nl,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2021-12-29 23:01:24+00:00,greenjacket,"So: covid bedwetters, read this and grow a pair. https://t.co/f430aYT5A2",en,"Coordinates(longitude=5.0629808, latitude=51.9969269)"
2021-12-29 21:07:27+00:00,geraldthus,@emileaffolter @Friezerik Met zoveel covid doden dankzij desinformatie is Baudet een moordenaar.,nl,"Coordinates(longitude=5.0629808, latitude=51.9969269)"
2021-12-29 20:54:05+00:00,saskiaterkuile,De gemiddelde rij bij een vaccinatiestraat #Covid_19 is langer. https://t.co/WKWuCfW4YI,nl,"Coordinates(longitude=5.0176128, latitude=52.278009)"
2021-12-29 19:51:12+00:00,JaapFriso,@NLinker777 Klopt. Tegen COVID kun je beschermen,nl,"Coordinates(longitude=5.1927806, latitude=52.0585255)"
2021-12-29 18:57:56+00:00,JackyVandecast1,@Annie17611362 Nope.. die is ver te zoeken.. volgens onze topviroloog moesten we ze zelfs laten sterven aan covid om ziekenhuisbedden uit te sparen 😡,nl,"Coordinates(longitude=4.7919685, latitude=52.0649667)"
2021-12-29 18:40:25+00:00,MenthaCaro,"@JohnEnckevort @Uruvielina Niet alleen in de zorg. Mijn 41jarige dochter heeft sinds haar covid in januari 2021 #LongCovid...3 jaar geleden liep ze een marathon...nu mag ze blij zijn als ze naar de supermarkt kan lopen, 300 meter verderop. Ook werken kan ze maar 10 uur per week. ZZPer...duss",nl,"Coordinates(longitude=5.1021407, latitude=52.1776298)"
2021-12-29 15:25:39+00:00,greenjacket,"For all you out there, suffering from the COVID overreaction, this is my friend and colleague, @alebrou … so talented and an enormous person. https://t.co/3RM5bkBBuY",en,"Coordinates(longitude=5.0629808, latitude=51.9969269)"
2021-12-29 12:35:11+00:00,maartjejan,"@KatjavanNus Ik begreep dat hij 49 was maar idd ziet hij er ouder uit. Vind het vooral erg jong om aan COVID te overlijden, maar ja het niet dat ze nooit gewaarschuwd hebben...",nl,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2021-12-29 08:25:47+00:00,MartenTerpstra,#booster💉zit erin! #ggd #covid_19 #vaccinationdone✔️ @ Beursfabriek Nieuwegein https://t.co/kcTrG9Ni7H,nl,"Coordinates(longitude=5.08974859, latitude=52.04880988)"
2021-12-29 07:59:38+00:00,LeylaUmmels,@mdradvies Zo komt ook nog de toekomstige generatie kinderen en jongeren die niet optimaal kunnen werken vanwege de gevolgen van covid en het niet mogen krijgen van een vaccin.,nl,"Coordinates(longitude=5.0949925, latitude=52.085001)"
2021-12-28 18:12:38+00:00,Bijpost14,"@Daleafca Alleen is covid nog niet (lang niet😢) met ons, zeker niet met on (te) reislustige volkje",nl,"Coordinates(longitude=5.1927806, latitude=52.0585255)"
2021-12-28 16:35:23+00:00,JohnCorbeel,Raad voor de rechtspraak vernietigend over noodzaak uitbreiding coronapas https://t.co/iAFFIuwhZR #coronamaatregelen #coronapas #coronabeleid #coronadebat #ctb #Omikron #Corona #COVID19 #Covid_19,nl,"Coordinates(longitude=4.9092946, latitude=52.1149386)"
2021-12-28 16:00:49+00:00,gonul_ayci,"Do you wonder about my recent genius decision during covid? Changing country…

Jokes aside, I’m really excited to be in the Netherlands! I’ll conduct my Ph.D. studies at Utrecht University for a year. Let the story begin! 🥳 https://t.co/RsZvYEQnc1",en,"Coordinates(longitude=4.7919685, latitude=51.933408)"
2021-12-28 08:59:08+00:00,LeylaUmmels,"Toen wij wisten dat covid een laag zuurstofgehalte kan veroorzaken hebben wij een saturatiemeter gekocht.
Deze moeder verteld het verhaal van haar dochter die een heel laag gehalte kreeg door covid.
Je hebt dan echt zuurstof ondersteuning nodig! Wees alert, bel op tijd een arts. https://t.co/pP9GYSDgsv",nl,"Coordinates(longitude=5.0949925, latitude=52.085001)"
2021-12-27 13:59:22+00:00,jeroenwerner,"Ik ben niet tegen de #EU .. maar van eensgezind #covid beleid is geheel geen sprake .. PCR nu verplicht in Tjechie, NL in lockdown, België doet maar wat, Oostenrijk xenofoob, Frankrijk streng en duidelijk … pfff ze doen maar wat … “alle voor ons eigen”",nl,"Coordinates(longitude=5.0949925, latitude=52.085001)"
2021-12-27 13:44:28+00:00,Bijpost14,"@Mart020XXX Ja, wij speelde ook de Europese Kampioenschappen tijdens Covid, dus last de MAFFIFA dat toernooi nooit af",nl,"Coordinates(longitude=5.1927806, latitude=52.0585255)"
2021-12-27 10:39:26+00:00,filakimou,"@jasmijn02 @_LBos_ Ja die test, weet het niet. Heb geen Covid klachten hoor maar ben zo moe en die darmen van mij is (was al) een zootje. Maar heeft inderdaad niets met Covid te maken. En toch spannend ook op één of andere manier.",nl,"Coordinates(longitude=5.0629808, latitude=51.9969269)"
2021-12-26 11:59:59+00:00,mbruel,"@lexhoogduin Precies. Het gaat om keuzes maken, en onvermijdelijk zal het als eerste ten koste van de horeca, toerisme, niet essentieel voedsel en spulletjes gaan. Covid als oefening",nl,"Coordinates(longitude=4.9785895, latitude=51.9910385)"
2021-12-26 10:12:46+00:00,oswald62781559,"Hij is voor alle jonge kinderen het grootste gevaar in Nederland. Opsluiten zou een stuk veiliger zijn voor zijn omgeving en zeker voor alle kinderen in Nederland.
COVID is niets als je het vergelijkt met zijn waanzin! https://t.co/Ksqu26auSs",nl,"Coordinates(longitude=5.0629808, latitude=51.9969269)"
2021-12-25 22:33:31+00:00,danielclaas,Een ongenodigde gast diende zich aan op de dag voor Kerst: corona. Het hele gezin in quarantaine. Maar op Kerstavond werden we verlicht: dierbare vrienden zongen vierstemmig Stille Nacht voor ons raam. #kerst #corona #quarantaine #christmas #Covid_19 #stillenacht #silentnight https://t.co/v1Kr6r2K8L,nl,"Coordinates(longitude=5.1927806, latitude=52.0585255)"
2021-12-25 16:27:24+00:00,Berkheij,'Kickbokser en coronaontkenner  Frédéric Sinistra (41) overleden aan gevolgen covid-19' - https://t.co/PeMQPvSsKv,fi,"Coordinates(longitude=4.7919685, latitude=52.0649667)"
2021-12-24 09:03:35+00:00,jeroenwerner,🤔😳 een arts microbioloog vragen waarom we t niet efficiënt organiseren van meten van COVID besmettingen in NL is de kat op t spek binden .. natuurlijk wil hij dat niet … kost em omzet 😳 https://t.co/ZnNkBEFg0U,nl,"Coordinates(longitude=5.0949925, latitude=52.085001)"
2021-12-23 22:52:00+00:00,thisischris10e,‘This thing was trying to dismantle me’: Mark Lanegan on nearly dying of Covid https://t.co/KrIJFcjmXU,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2021-12-21 12:00:12+00:00,TBKruit,@LexVeldhuis Enjoy buddy. Keep COVID out!!! 💙,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2021-12-20 21:46:27+00:00,maccyy9,Using a coupon code for my covid test https://t.co/6E7bqwtDkh,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2021-12-20 20:45:44+00:00,lydia_foeken,Booster prik binnen…… jeeh!! #Covid_19,nl,"Coordinates(longitude=5.2432057, latitude=52.1103985)"
2021-12-20 14:06:50+00:00,tessatpwk,Is it normal that you have zero energy after you had covid ?,en,"Coordinates(longitude=5.1892195, latitude=52.2118585)"
2021-12-20 14:04:29+00:00,saskiaterkuile,And so it begins … #Omikron #Covid_19 https://t.co/pXx7lu1JCL,en,"Coordinates(longitude=5.0176128, latitude=52.278009)"
2021-12-20 13:07:18+00:00,AlecBreunesse,@wierdduk @corinevloet Kwetsbaren isoleren is ook medische apartheid. En het kan eenvoudig weg niet. Dat is de les van 23 maanden COVID ellende.,nl,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2021-12-20 10:28:50+00:00,jeroenwerner,Boeiend … IC arts stelt de juiste vraag …je mag aan alles doodgaan behalve #covid … de misser idd van 2021 in mijn ogen van @2eKamertweets https://t.co/WT5SZ14kQC,nl,"Coordinates(longitude=5.1927806, latitude=52.0585255)"
2021-12-20 08:39:57+00:00,saskiaterkuile,"#desinformatie #Covid_19: maakt niet uit wat de bron is, we liegen een potje #VaccinatieSchade bij elkaar @Wim04789402 👇 #COVIDIOTS https://t.co/bkyTnplwGk",nl,"Coordinates(longitude=5.0176128, latitude=52.278009)"
2021-12-19 14:16:25+00:00,wilcoachterberg,"Kort en goed gesprek- vertrouw jij bij seksueel contact op je natuurlijke immuniteit? Of vertrouw je op bescherming, zoals condooms? Dus ga je ook laten vaccineren, want #Covid_19 gaat niet zomaar aan jou, of je oma voorbij 🤜 https://t.co/ZleqJe2KR3",nl,"Coordinates(longitude=5.1195597, latitude=51.9594995)"
2021-12-19 08:49:05+00:00,KasteelVrouwtje,@TracyBurns25 I've actually been there. It's close to Echternach where my partner participated (before Covid) in a yearly chess tournament.,en,"Coordinates(longitude=5.0500488, latitude=52.14414414)"
2021-12-18 23:38:45+00:00,DeHalter,"Vandaag hebben een deel van onze senioren onder onze top Italiaanse trainer @nicogr.vis weer keihard getraind op de club.

Helaas was er vandaag ook weer slecht nieuws uit de persconferentie en gooit #Covid-19 weer roet in het eten😥. https://t.co/7BFbz1xsgd",nl,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2021-12-18 21:50:05+00:00,LeylaUmmels,@annefleurdd En voor onze dochter om eens een normale verjaardag mee te maken 😅 Die zit vanaf haar geboorte er al in eerst vrijwillig zonder covid omdat ze ziek was en toen kwam covid 😆,nl,"Coordinates(longitude=5.0949925, latitude=52.085001)"
2021-12-18 21:15:02+00:00,hudepohlTanja,"The panic button is weer ingedrukt in Nederland 🇳🇱…harde lockdown 🙃
Gelukkig hebben we 🅰️🅱️🅱️🅰️ nog ❤️‍🔥
#lockdown #Lockdown4 #lockdownNL #persconferentie #coronamaatregelen #Covid_19 #Omicron #boosterprik #lichtpuntjes #ABBA #ABBAVoyage https://t.co/QgFCXohy3z",nl,"Coordinates(longitude=5.0629808, latitude=51.9969269)"
2021-12-18 20:55:33+00:00,futboleranica,@RapaNui49303947 Desde hace un mes las cifras de covid se han disparado y con la nueva variante #Omicron se espera que con este bloqueo se pueda controlar para que no se satirne los hospitales.,es,"Coordinates(longitude=5.212289, latitude=52.165452)"
2021-12-18 18:39:48+00:00,toineschoutens,Het kernbegrip is heel eenvoudig: SOLIDARITEIT #lockdown #VanDissel #persconferentie #Covid_19 #Corona #Omicron #paniek #Omikron,nl,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2021-12-18 18:39:11+00:00,Barkey2baby,It's gonna be a cold and lonely Christmas with Covid,en,"Coordinates(longitude=5.0176128, latitude=52.278009)"
2021-12-18 18:27:46+00:00,LeylaUmmels,@Ilse2906 Inderdaad ! Al is de covid golf hier vorige maand al geweest 😬,nl,"Coordinates(longitude=5.0949925, latitude=52.085001)"
2021-12-18 17:27:43+00:00,BrendaMaathuis1,We gaan weer voor  #FlattenTheCurve #lockdownNL #Covid_19,nl,"Coordinates(longitude=5.2432057, latitude=52.1103985)"
2021-12-18 15:32:17+00:00,saskiaterkuile,@jannyzeeland Je bent gewoon opgelicht. #Ivermectin is een middel tegen wormen. De reden dat het niet wordt voorgeschreven tegen #Covid_19 is omdat het niet werkt. Het is strafbaar om zo maar medicijnen te verkopen. Ik zou mijn geld terugeisen. #COVIDIOTS,nl,"Coordinates(longitude=5.0176128, latitude=52.278009)"
2021-12-18 10:23:04+00:00,AlecBreunesse,@CarelStolker @InekeSluiter @_knaw @LeidenHum @KITLV_KNAW Gefeliciteerd! Maar het is toch hallucinant dat geen van de aanwezigen een mondneusmasker op heeft. #pandemie #SenseOfUrgent #preventie #Covid_19,nl,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2021-12-18 06:53:15+00:00,Berkheij,@viruswaarheid Intussen heb ik al heel wat begrafenissen gehad van mensen die overleden zijn aan Covid.,nl,"Coordinates(longitude=4.9092946, latitude=52.1149386)"
2021-12-17 21:47:52+00:00,phof50,@SCvB4 @caseofdees Geweldig! Zo’n opmerking doet weer heel veel covid-gedoe verdwijnen.,nl,"Coordinates(longitude=5.1021407, latitude=52.1776298)"
2021-12-17 18:18:03+00:00,jeroenwerner,@locuta Belachelijk … we doen maar wat… zet nu eerst in op LT visie dan maatregelen … en acceptatie van COVID en gevolgen staat dan voor mij op 1 …. 🤔,nl,"Coordinates(longitude=5.0949925, latitude=52.085001)"
2021-12-17 14:38:02+00:00,AmphibianLitJo,@TheElpisPages I do! I find it moving and I feel very connected to the voices of the women in its pages. The isolation we’ve had because of Covid makes it especially so 🖤,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2021-12-17 11:46:34+00:00,AlecBreunesse,@mariannezw Het zal je oma maar wezen die nog zes levensjaren had en nu aan covid overleden is door nalatigheid van Mark &amp; Hugo. Waar is je hart Marianne?,nl,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2021-12-17 09:46:03+00:00,maiaga81,@Musso___ @giuseppe_masala Ovvero “more of the same is dead” … pure col COVID eh sia chiaro. In discussione c’è il conflitto tra principio di autorità e razionale presa d’atto (basata sui fatti) che la cosa va smontata e ricostruita secondo principi diversi. in Italia stanno scritti nella Costituzione ‘48,it,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2021-12-14 19:28:55+00:00,AlecBreunesse,"Samenvatting #persco #covid: we weten het niet, we begrijpen het niet, we zien dat we het buitenbeentje zijn in het buitenland, we zijn grip kwijt, we doen de woordenbrij zodat het niet al te veel opvalt. #BoosterVaccinatie is hopen dat het meevalt. Elke dag een teleurstelling.",nl,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2021-12-14 17:40:50+00:00,arjanschaaf,Ondertussen heeft mogelijk tweederde van de kinderen COVID al gehad: https://t.co/ATj2rtsM5a,nl,"Coordinates(longitude=5.0949925, latitude=52.085001)"
2021-12-13 17:54:46+00:00,ronaldvanamelr,@BreakingNews @NBCNews From covid? Most likely with COVID!!! Stop spreading this BS!!!,en,"Coordinates(longitude=5.137385, latitude=52.2557636)"
2021-12-12 06:14:21+00:00,RonaldVelde,@Crystall__Ball @DioneCaptor @wietskenadia Februari 2023...... ben zo Covid moe 😭,nl,"Coordinates(longitude=5.1927806, latitude=52.0585255)"
2021-12-10 16:58:58+00:00,pieter_pouwel,"@ArHu3 @IngridChambre @MAXmeldpunt @Jan_Slagter Ga eens 'praten' met gezonde, sportieve, slanke, gestorven mensen die aan COVID-19 leden.",nl,"Coordinates(longitude=5.1021407, latitude=52.1776298)"
2021-12-10 13:39:34+00:00,saskiaterkuile,All I want for #Christmas is a #boosterprik #Covid_19 https://t.co/x6wRG51cdI,en,"Coordinates(longitude=5.0176128, latitude=52.278009)"
2021-12-09 21:09:22+00:00,Grazissima,"Lichtjesavond Leerdam eo 9 december 2021 gaat niet door wegens verscherpte (COVID) maatregelen. In de video staan we daar even bij stil.
@5heerenlanden @LichtjesLeerdam https://t.co/2t7wEyG465",nl,"Coordinates(longitude=5.0218762, latitude=51.8575967)"
2021-12-08 20:25:59+00:00,pieter_pouwel,"@HZwartemeer https://t.co/0v8CO1LMbN
Geeft het antwoord.
Het wil niet zeggen dat iedereen in deze cijfers zijn overleden DOOR een covid-vaccinatie.",nl,"Coordinates(longitude=5.1021407, latitude=52.1776298)"
2021-12-08 11:55:16+00:00,chroom,"Alles draait om het geld:

“Digital passes proving the holder is vaccinated or has #Covid immunity after an infection should be seen as part of a suite of steps that might yet avoid the most economically damaging option: further prolonged #lockdowns.” 🤦🏻‍♂️ 

https://t.co/pd9BpqphKv",en,"Coordinates(longitude=5.0218762, latitude=51.8575967)"
2021-12-08 05:35:59+00:00,JHMvWijk,"Omicron is vaccinatieschade, de Covid-19 pandemie bestaat niet, de EU deugt niet en is nutteloos en landelijke politiek is overbodig en schadelijk.",nl,"Coordinates(longitude=4.9092946, latitude=52.1149386)"
2021-12-07 21:27:07+00:00,romanista,@WayneinRome @AFCAjax @RomanistiNL Thanx. 4-1 now. Really hating not being in the stadium (covid-&gt;empty). Luckily i saw the trashing of borussia live,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2021-12-07 17:58:21+00:00,JohnCorbeel,"Het Outbreak Management Team (OMT) denkt dat het beter zou zijn om basisschoolleerlingen vanaf groep 1 onder begeleiding regelmatig een test te laten afnemen. 
😱 iets met wc-eend ? 😃 #Corona #OMT #testen #covid #Kinderen #coronabeleid https://t.co/WFlztHOOI6",nl,"Coordinates(longitude=4.9092946, latitude=52.1149386)"
2021-12-07 07:21:44+00:00,AlecBreunesse,@vanranstmarc @BoudryPieter Ik ben ook voor het beschermen van kinderen. En als mondneusmaskers helpen hersenbeschadigingen door COVID te voorkomen dan dat doen! #Kinderrechten,nl,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2021-12-06 14:25:40+00:00,miriamvanderpol,"Ongelofelijk wat er aan apparaat, medicijnen, medische kennis en techniek bij een COVID patiënt op de ic komt kijken. https://t.co/M4DbLJRUap",nl,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2021-12-05 23:49:52+00:00,pieter_pouwel,"@Doc_Box Dat krijg je als destijds het verstand in je tieten en billen had zitten en je daar miljoenen mee hebt verdiend en er heel veel aandacht voor hebt gekregen.
Niets mis mee, toch?
Maar als je nog steeds snakt naar aandacht, zoek dan wat anders dan COVID-19.
Ga koken of zoiets.",nl,"Coordinates(longitude=5.1021407, latitude=52.1776298)"
2021-12-05 18:47:42+00:00,LeylaUmmels,"@Mu4d_Di3 @milenaholdert @fffloortje Ja precies, je kan het nu nog niet weten. Maar door kinderen niet de keus te geven om te vaccineren is er wel een kans dat zo een hele generatie later gezondheidsproducten kan krijgen door covid.",nl,"Coordinates(longitude=5.0949925, latitude=52.085001)"
2021-12-05 17:13:17+00:00,LeylaUmmels,@milenaholdert @fffloortje Kan iemand deze vraag er ook even in slingeren?! Weten wij het zeker dat covid niet blijft sluimeren zoals mazelen (SSPE) kan? Ik neem aan dat men in het begin van mazelen dit soort latere risico's ook niet wist.,nl,"Coordinates(longitude=5.0949925, latitude=52.085001)"
2021-12-05 13:16:00+00:00,saskiaterkuile,Besmettingen #Covid_19 versus #sterfte. #BoosterVaccinatie #Boosterpriknu https://t.co/emskN6JOyD,nl,"Coordinates(longitude=5.0176128, latitude=52.278009)"
2021-12-05 09:39:57+00:00,AlecBreunesse,"@BertMulderCWZ @mirakelams De motie is afgewezen omdat beleid nu projectmatige beleidsvorming met een kop en een staart (zo snel als mogelijk van COVID ad raken) is. Niets structureels graag, dat kost geld en heeft een negatieve economische beeldvorming. Wat je niet weet, hoef je niet aan te sturen.",nl,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2021-12-04 22:58:00+00:00,madmonarchs,"Dutch former queen Beatrix tests positive for COVID-19

https://t.co/9veu7Ts1Cg",en,"Coordinates(longitude=5.0500488, latitude=52.14414414)"
2021-12-04 13:49:16+00:00,rikmulder,@jjovanos @DavidEerdmans Flauwe verwijzing naar alle covid varianten. Met een pandemie zit ik niet te wachten op nog meer onrust.,nl,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2021-12-03 09:40:11+00:00,SRDteamNL,Mooi event voor jonge alpine skiërs vanaf 18 jaar krijgt helaas geen doorgang #afgelast door huidige ontwikkelingen in Covid pandemie 😔 https://t.co/h7ySRLwDeG,nl,"Coordinates(longitude=5.0397781, latitude=51.933408)"
2021-12-02 12:38:46+00:00,lieke_janssens,"Alles is of lijkt Covid, en ineens zie ik dit verschijnen tussen de #Hashtags die trending zijn. Voelt bijna geruststellend ;) Dat we bewust en alert blijven, daarom ook deze tweet. Aandacht werkt, zie bijgaand artikel @nrc #KOZP #sinterklaas 

https://t.co/1KuchSubFe",nl,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2021-12-01 22:25:33+00:00,pieter_pouwel,"@ShashiRoopram Nederland telt sinds gisteren 13.976.032 op MSN geregistreerde virologen en/of andere COVID-19 gerelateerde deskundigen.
De (medische) specialisten op het gebied van dit virus zijn hierin niet meegenomen omdat MSN ze niet erkent.",nl,"Coordinates(longitude=5.1021407, latitude=52.1776298)"
2021-12-01 20:43:16+00:00,DeHalter,"Ondanks alle regels door de #Covid-19 maken we er het beste van bij de Halter.  

Ons rooster hebben we aangepast zodat we onze leden toch kunnen laten worstelen👊

Vandaag waren al deze toppers op de mat bij trainer Willem💪.

#ontdekjekrachtbijdehalter https://t.co/jFQmjp6bLP",nl,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2021-12-01 16:56:55+00:00,AStaarman,"Goede bekende van mijn ouders, 88 jaar, 2x gevac, is overleden aan Covid. Kon niet in eigen ziekenhuis worden opgenomen en moest naar andere kant vh land. Wees voorzichtig mensen met onze ouderen. Het vaccin werkt niet meer en we zijn te laat met de 3e prik.",nl,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2021-12-01 09:07:52+00:00,jeeweevc,"Na bijna twee jaar COVID zijn dit wel aardige ervaringsfeiten en tips, die in ieder geval duidelijk maken dat er niets gaat boven een fysieke bijeenkomst. https://t.co/JLz6RX0MwW",nl,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2021-11-30 17:17:10+00:00,Fred30101951,"Get #vaccinated to prevent #tragedy. You can do it, we can do it. In the #Netherlands and abroad.
#USA. #Europe
#Covid.#CoronaNL #Corona.#Omnicron https://t.co/D2vvp1DZxS",en,"Coordinates(longitude=5.1195597, latitude=51.9594995)"
2021-11-30 04:53:51+00:00,peSHIr,@Delta_IV_Heavy That sure is no Covid-19 spike! 😉,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2021-11-29 20:46:52+00:00,riekus,"I would like to thank COVID for brushing up my knowledge of the Greek alphabet. Alpha, delta, easy peasy. Omicron, totally forgotten! Let’s hope we don’t see omega happen",en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2021-11-29 14:28:11+00:00,AlecBreunesse,"@AlmaTostmann En 30-50 mensen uit deze groep zullen ten gevolgen van COVID-19 overlijden, dat is is niet meer herstelbaar en terug te draaien. Net als de groep van gisteren, eergisteren etc. Sad news.",nl,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
