Datetime,username,Text,language,coordinates
2020-09-28 07:40:01+00:00,kromst,"@Edinho18402917 @erikmouthaanRTL Vind dergelijke docu's altijd fantastisch. Het is een soort Jerry Springer of Doctor Phil, maar dan in het wild.",nl,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2020-08-19 18:15:57+00:00,jpnietostabile,"327, doctor. https://t.co/Akauqqzsew",en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2020-08-05 16:14:38+00:00,DebbyHanssen,"Every year is one day in particular that I apply my mental coaching techniques myself.  Today my annual check in the Alexander Monro Ziekenhuis. 
It is always nice to hear from my Doctor, Doctor Huizinga that… https://t.co/eAjpStL8LS",en,"Coordinates(longitude=5.20640939, latitude=52.15605359)"
2020-07-23 10:49:39+00:00,VeneziaIJskiosk,"Groene appel ijs 🍏!!! A apple a day keeps the doctor away.
Zou dat ook gelden voor een appel ijsje? #gelato #ijs #venezia #oudegracht  #utrecht @ Venezia IJskiosk Oudegracht https://t.co/RYT5OvIup4",nl,"Coordinates(longitude=5.11659, latitude=52.09248)"
2020-07-20 17:08:00+00:00,ErnstVuyk,@Polder_PV @Plushuis Any covid(doctors) left over?,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2020-07-15 02:41:33+00:00,DanielRWitte,@vrw123 @eastendtwit @AingeBarbara @DrNickCrombie @doctor_oxford Your friend is exactly right.,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2020-07-09 16:36:46+00:00,KISSTHEV0ID,"@Cattlebat1 Haha yes it happens, we don't get any younger it seems. Did you already find a good new doctor yourself? Hope you did or will soon! 😘",en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2020-06-01 16:48:04+00:00,TanjaOostendorp,Vanavond weer nieuwe afleveringen van The Good Doctor.... nu al zin in #TheGoodDoctor  #favorite  😍 https://t.co/Xg1uOhnMqY,nl,"Coordinates(longitude=5.1021407, latitude=52.1776298)"
2020-05-31 04:40:48+00:00,ethelmurmanknee,@doctor_oxford @MaximilianJans2 @MattHancock It’s his let them eat cake moment,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2020-05-25 09:05:24+00:00,tha_rami,"@garywhitta The part that enrages me is the risk to the people that will be forced to interact with them: essential workers, doctors, nurses, their families, roommates, etc. etc.",en,"Coordinates(longitude=5.1021407, latitude=52.1776298)"
2020-05-24 04:32:30+00:00,peSHIr,"@drspacejunk @rjmlaird @BBCNews @ProfChrisWelch @SpaceKate @timmermansr @Astropolitica @Golans_mom @HayleyEversKing Whatever you say, doctor.",en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2020-05-22 22:18:17+00:00,RVI1949,"@cynthiamcintosh I wish you speedy recovery and hope that you have good doctors, just in case faith doesn't do it.",en,"Coordinates(longitude=5.0216961, latitude=52.1657429)"
2020-04-22 20:53:24+00:00,martijnhaaijer,"Hum, I use a lot of blood thinners and had Covid19 with high fever.

Alarmed as COVID patients' blood thickened, New York doctors try new treatments https://t.co/spOgakQHDc",en,"Coordinates(longitude=5.2432057, latitude=52.1103985)"
2020-04-17 21:10:58+00:00,Kramatdutch77,"@CamilleLabchuk @myriamdawn In times of emergency,bureaucracy isn't useful,then an exception has to be made,all help's welcome even from an unexpected corner.The pressure for doctors and nurses doesn't decrease with such decisions imposed by law.Why is it so difficult to achieve fewer rules and bureaucracy.",en,"Coordinates(longitude=4.7919685, latitude=52.0649667)"
2020-04-15 19:11:14+00:00,corinederuiter,"@HarryBosGr I feel her pain. It is well known that doctors and nurses can develop PTSD, burnout, depression and other mental disorders after working in these conditions. After the coronapandemic there will be likely a mental health crisis.",en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2020-04-11 17:56:47+00:00,BudgBucketList,"“Most children want to be a fireman, a doctor or a princess when they grow up. I didn't. I told my mother I was going to be a captain on my very own ship and see every country in the world.” ⛵️ It looks like I took this objective very seriously. https://t.co/jskrir0v6P #travel https://t.co/V4jE3rVu5w",en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2020-04-11 11:29:55+00:00,WilcovanHerpen,"This iş Şira's way to send her love to all people who are dealing with the Coronavirus: patients, doctors,  nurses, people working on solutions to beat this horrible disease, garbage collectors, volunteers and all other people who need to be mentioned here
THANKS, THANKS, THANKS https://t.co/wmHuSC9U0m",en,"Coordinates(longitude=5.2229238, latitude=52.2191567)"
2020-04-09 14:28:07+00:00,ethelmurmanknee,@Smudge1962 Well I suspect finances before safety here Paul but I’m no doctor so don’t know how safe it can be. However based on lock downs elsewhere it looks very ambitious,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2020-04-08 21:18:45+00:00,SchipTimmer,"@YaBoyPoret Dofus : Livre 1 Julith
Tron Legacy
Doctor Strange",en,"Coordinates(longitude=5.0397781, latitude=51.933408)"
2020-04-02 19:30:04+00:00,HonestlyWitty,"@vishkanyaaaa डॉ... We need more people like you... I apologise on behalf of what has been done to your whole Healthcare community. Please don't regret being a doctor. When we say Doctors are next to God, we mean it.",en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2020-03-26 20:09:49+00:00,futboleranica,"@MegaVandalico No puedo dormir tengo dos almuadas debajo de mi cabeza para cuando toso pueda respirar ondo. Pero creo solo es gripe,  igualmente no salgo de casa. Yo respeto la cuarentena. Y el doctor no puede hacerme el test a menos que esté ya no pueda respirar. Acá es así.",es,"Coordinates(longitude=5.212289, latitude=52.165452)"
2020-03-24 18:08:49+00:00,Barkey2baby,"@EttoreMaiore @7815PWK @JohnWight1 I'm so sorry for you and all of those overrun by this.
Please know many doctors around the EU are battling the same fight, but at another front.",en,"Coordinates(longitude=5.0176128, latitude=52.278009)"
2020-03-24 15:52:53+00:00,alphonsnet,StreetArt Amsterdam❤️❤️❤️ ‘For all the doctors and nurses’ @ivesone @NDSM_werf #streetart #spraypaint #mural #kunst (c)alphons nieuwenhuis #iloveamsterdam #iamsterdam #amsterdam #photography #fotografie #press… https://t.co/kDWANKgWb7,nl,"Coordinates(longitude=5.07128801, latitude=52.0481037)"
2020-03-22 23:51:44+00:00,iaevpibcorn,"Heerlijke Cascadian Dark Ale. Mooie tonen van rogge. Iets zurig, houtig, doet beetje denken aan rest-tannines in Rode wijn.Lekker en complex - Drinking a Witch Doctor Sabro (Broken Barrel Edition) by Monster Brews @ Reigerskamp (Wijk)  — https://t.co/NsmL6FKNaZ",nl,"Coordinates(longitude=5.01678, latitude=52.135)"
2020-03-21 13:23:53+00:00,Barkey2baby,Officials testing numbers say 1 confirmed case in our 19.000 ppl town. Real numbers are different. 27 have Covid-19 symptoms and saw the doctor. Who knows about the amount of ppl who didn't see a doctor (yet). Source: https://t.co/uu8q9h8k0j https://t.co/fZoxeiOhq2,en,"Coordinates(longitude=5.0176128, latitude=52.278009)"
2020-03-18 22:47:08+00:00,Barkey2baby,@tyrathetaurus Even if politics was involved and test are rationed for those who need to go to ICU or work in health care of are vulnerable (as in by Covid-19 stats). Where is doctors ethics nowadays in some countries.  Doing triage already? Overwhelmed by Cov. Urge gov. to take action drs!!,en,"Coordinates(longitude=5.0176128, latitude=52.278009)"
2020-03-17 06:41:22+00:00,FritsvanWezel,"@realkatiejow Please get someone with a brain to explain how extremely serious this Covid-outbreak is. And also stop making this into something political. Read articles, talk to doctors. Trust scientists and statisticians.",en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2020-03-15 20:02:05+00:00,Barkey2baby,"@brightsider123 @Tesco @sainsburys @AldiUK @LidlGB @Morrisons @asda Please also think about the people who still have to work and have to get some things before leaving for work. Even in lock down there are nurses, doctors, waste disposal employees, people in the food and distribution system",en,"Coordinates(longitude=5.0176128, latitude=52.278009)"
2020-03-15 19:49:06+00:00,Barkey2baby,"@Colleen_C23 Not here they don't, all mandatory free since 6PM now. While doctors, health care workers, waste workers, supermarket, even some teachers and pharmacy workers still work. We are also working, full on as long as we can",en,"Coordinates(longitude=5.0176128, latitude=52.278009)"
2020-03-15 19:07:33+00:00,HerszkowiczM,"Let's not forget this man, he tried to warn the world 3 months ago 😳Take good  care of each other &amp; help each other then we will certainly get through 🙏🏼🍀 The whistleblower doctor who fell victim to China's coronavirus https://t.co/8URVohJDoV #COVIDー19 #COVID19NL",en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2020-03-13 08:34:34+00:00,SaraAnnMD,"So incredibly proud of @MarioHevesiMD for getting his PhD! That’s master, doctor, DOCTOR to you! 😊 https://t.co/XlXyblnhSF",en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2020-03-09 08:28:57+00:00,LBZ_stories,"#socialmedia is only producing more panic about the #coronavirus  🦠 don’t believe everything you read 😷 and be careful spreading information 💭 it could be #FakeNews, to learn more about the #COVID19 counsel a doctor 🥼 and not social media. https://t.co/qXb6lcL9mI",en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2020-03-08 15:14:11+00:00,DSchindlerEcon,"@jenniferdoleac That's the system most European countries adopted. Firms have to continue paying salary for x weeks, afterwards govt pays at reduced rate, no matter how long you're sick. Diagnosis to be confirmed by govt doctor to make sure people don't fake.",en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2020-03-08 10:52:38+00:00,lottalobelia,Meeblèren op memorylane. #internationalevrouwendag @projectlonica Spin Doctors Two Princes video clip 1996 https://t.co/ueRgxFuFYd via @YouTube,fr,"Coordinates(longitude=4.9092946, latitude=52.1149386)"
2020-03-06 17:01:09+00:00,iTrainEU,"""Interview nurses. Journalists typically quote doctors rather than nurses as expert sources, even when nurses’ experience and knowledge is more relevant. ""

 https://t.co/fLScsrB4RH",en,"Coordinates(longitude=5.1195597, latitude=51.9594995)"
2020-03-06 15:07:30+00:00,RoarandClank,Wash your hands kids or the doctor's gonna pay a visit 🧙‍♂️ https://t.co/F8dYcGi3Sn,en,"Coordinates(longitude=5.2432057, latitude=52.1103985)"
2020-03-04 07:24:14+00:00,iTrainEU,"@nikkitheomd Sure, fully understand.

Most ID doctors (bless them) learn to deal with ID, not public health crises.
These are two different things (though related).

Wishing you energy, good spirits and great collaboration with those who now need to work together.",en,"Coordinates(longitude=5.1195597, latitude=51.9594995)"
2020-03-03 15:03:56+00:00,DonMostrenco,"@lasl0g Quién me lo iba a decir. De patán a doctor en... un momento, en casi 20 años 🤔

¡Gracias!",es,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2020-03-03 06:49:30+00:00,BelmodTheClown,"So this is definitely not stolen from reddit.

January outfit:
Helmet
Camo shirt
Camo pants
Gucci shoes.

February outfit:
Plague doctor mask
White hazard coat.
White hazard pants
Vans shoes.

March outfit: https://t.co/wz6LtEerFA",en,"Coordinates(longitude=5.2482014, latitude=52.088593)"
2020-03-01 18:01:35+00:00,SophieStoneMode,"An apple a day keeps the doctor away 🍎😁| #sophiestonefashion⁠⠀
⁠⠀
•⁠⠀
•⁠⠀
• ⁠⠀
#dedicatedbrand #sustainablefashion #organiccotton #kids #cleanfashion #crueltyfree #veganfashion #organicfashion #organic… https://t.co/hYlodNvMjO",en,"Coordinates(longitude=5.17509668, latitude=52.10736014)"
2020-02-28 11:22:47+00:00,voellig,"My trainer and I agree that the Netherlands probably has a lot of coronavirus no one is noticing because if you have a fever/cough you just stay home until you feel better, doctors rarely get involved",en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2020-02-27 14:08:08+00:00,voellig,"(tbh my theory is that it’s here already, I keep having 4-5 students be sick a day and Dutch people don’t really go to the doctor until something is very wrong)",en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2020-02-13 17:12:48+00:00,HenkJKwant,@Medusa99160583 Ik kijk er in ieder geval reeler naar dan meneer de doctor!,nl,"Coordinates(longitude=5.0949925, latitude=52.085001)"
2020-02-13 14:20:16+00:00,HenkJKwant,En dat noemt zich doctor @thierrybaudet https://t.co/YVmZVkbf6q,nl,"Coordinates(longitude=5.0949925, latitude=52.085001)"
2020-02-09 08:53:19+00:00,Barkey2baby,"@QuayMatt @tyrathetaurus Like Tamiflu 🤣🤣 doesn't say the star anise has the same effect though. But I do atand by what you say. If you're not too ill, like when having a cold for a day, you just have to sweat it out and ease your symptoms. Alternative medicine can help you a lot. Even doctors say it",en,"Coordinates(longitude=5.0176128, latitude=52.278009)"
2020-02-09 08:49:15+00:00,Barkey2baby,@tyrathetaurus As long as we're not too sick we always first try to do it the natural way. But it is also about recognizing when to consult a doctor. We don't even go to the doctor for a lot of stuff because you know it'll go away by itself. Alternative medicine can help ease symptoms then,en,"Coordinates(longitude=5.0176128, latitude=52.278009)"
2020-02-08 12:31:15+00:00,Barkey2baby,@happylilly70 Our daughter also get violently ill from all vaccinations she received until now except for the last one she had. The doctor said not to push her immune system to hard in only a few years. She can always get them later if she likes. That is what my parents decided for me,en,"Coordinates(longitude=5.0176128, latitude=52.278009)"
2020-02-08 12:11:06+00:00,Barkey2baby,"@happylilly70 I can't travel to certain countries easily as I get very sick from vaccinations. Just like my daughter. She does get the recommended ones, but we always take at least 2 days off to monitor her 24/7 and give medications or consult the doctor if necessary",en,"Coordinates(longitude=5.0176128, latitude=52.278009)"
2020-02-08 11:41:51+00:00,Barkey2baby,"@theworstkirst @amifriend40_ami @tyrathetaurus Tamiflu causes nausea, if the kid was already dehydrated and nauseous he would only be more sick. Why aren't they writing anything about other actions to help him from doctors perspective? Loke keeping the fever down of given the dehydration drinks and anti nausea meds?",en,"Coordinates(longitude=5.0176128, latitude=52.278009)"
2020-02-08 11:14:07+00:00,Barkey2baby,@theworstkirst @amifriend40_ami @tyrathetaurus Curious to know whether something was prescribed against nausea and fever. If they were checked for bacterial infections and what the finances were of the family. Tamiflu is extremely expensive and not a remedy. We don't even go to the doctor with normal flu like I wrote earlier,en,"Coordinates(longitude=5.0176128, latitude=52.278009)"
2020-02-08 11:11:16+00:00,Barkey2baby,@agargmd @MariaEmmerich @BornThisWay1966 @BevAzevedo @Eric_OGrey Wow when I was on protein drinks when I was underweight I had to pass 8 stones in total over a period of 3 years. Almost had to go in the tub or surgery. The pain was extreme. Since I've limited my protein intake I never had a stone since. They (doctors) never associated it,en,"Coordinates(longitude=5.0176128, latitude=52.278009)"
2020-02-08 10:58:42+00:00,Barkey2baby,"@theworstkirst @amifriend40_ami @tyrathetaurus Pneumonia. Kid gets spiking fever and fever seizures, in which you ought the be advised by the doctor that it can happen and you immediately have to call in. He didn't tell her what to do. Child dies from pneumonia and dehydration. And you blame the mother?",en,"Coordinates(longitude=5.0176128, latitude=52.278009)"
2020-02-08 10:32:01+00:00,Barkey2baby,"@theworstkirst @amifriend40_ami @tyrathetaurus The medications aren't used easily is what I'm saying. If you have the normal flu for a week and the symptoms are normal nobody here even gets to see a doctor. If it lasts longer or you can't keep fluids down, you get doctors advise",en,"Coordinates(longitude=5.0176128, latitude=52.278009)"
2020-02-05 20:18:38+00:00,voellig,"@stickmarionette One of my former colleague’s father is a doctor in Wuhan, I hope they’re doing Ok.",en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2020-02-05 08:39:50+00:00,KasperJanssen,"I hope, for their sake and ours, that it's the #kids who #waste their #time, #wander, and #make #mistakes who grow up to be #physicians — the kind we need.
@MedscapeStudent @medischcontact #Medical #Student #Doctor
https://t.co/0w4z4dWn0Y",en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2020-02-04 07:21:36+00:00,Ervdwulfartist,@Ikorus92 U can’t walk?? Maybe you should visit a doctor to look at it,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2020-02-03 08:48:07+00:00,RoarandClank,"@ssglory_ The kind of advice that helps no one.

Hes the kind of doctor that gives you the diagnose of a chronic illness and you will die it doesnt matter what u do.",en,"Coordinates(longitude=5.2432057, latitude=52.1103985)"
2020-01-25 01:10:23+00:00,RoarandClank,"All this fuss over cosplay girlfriends.

But where the fuck is my doctor strange cosplay boyfriend 8(",en,"Coordinates(longitude=5.2432057, latitude=52.1103985)"
2020-01-23 06:12:17+00:00,WarnerImmink,"@MerelMorre , dank voor je mooie Bundel van Geluk.  “a poem a day keeps the doctor away” as I my mother taught me. Thank you so much @VerheggenI for this gift. I wish us all a poetic day. https://t.co/TouYy1Tpfr",en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2020-01-14 14:49:26+00:00,toineschoutens,Doctors from University Hospital in Utrecht (NL) discovered the energizing effect of @Propeaq Blue Lightglasses for use during the nightshift. First experiences are positive and encouraging #fit #fitness #fitgirl #fitgirls #health #healthy #energize #energy #shiftwork #sleep https://t.co/9aTDoDRQoo,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2020-01-11 04:42:39+00:00,toineschoutens,Doctors from Utrecht Academic Hospital in the Netherlands happy with app controlled Propeaq lightglasses for more energy during the nightshift #shiftwork #sleep #health #healthy #blue #light #occupation #medics #medical #ICU #performance #propeaq #circadian #work #shift https://t.co/Dk9WAJY4O1,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2020-01-05 19:32:30+00:00,Barkey2baby,@obscuralunapuer @SebastienneL @elle_radon @Veganella_ @sharkthelion @VeganRecovering @scorpiotiger @pongodhall @hargrump @craftyvegangirl @cy_beh @DMDent @Bron1954 @kukashnjudster @TriciaCaputo @KemMinnick @ShortnBluntTho @mikerhawkns @tweetprix @mmooch17 @me1stVegan2nd @marisa1sonly @VeganRoo @BedrosGesaratsi @ukmav @jadeo09 @ForTkdi @GeimerNicholas @FabsPasses @ihblythe @VeganSuperBitch @frsucks @VMythDestroyer @forestwinkle @GenBrandX @Jay_SPQR @Extremely_Vegan @fudcrusher @RichardRavarino @SamHall38002871 @Dairy_is_scary @mrc314 @carnivore_drumr @ProfTimNoakes @joshacapes @SBakerMD It's even so unhealthy that doctors advise you not to eat fish or no more than once a week when pregnant because the levels of toxic waste in certain fish can form a health risk for the unborn child. I'll pass!,en,"Coordinates(longitude=5.0176128, latitude=52.278009)"
2020-01-05 19:12:42+00:00,Barkey2baby,"@OvisRedding @ihblythe @juice_journo @SebastienneL @VeganRecovering @obscuralunapuer @scorpiotiger @pongodhall @hargrump @craftyvegangirl @cy_beh @Veganella_ @DMDent @Bron1954 @kukashnjudster @TriciaCaputo @KemMinnick @ShortnBluntTho @mikerhawkns @tweetprix @mmooch17 @me1stVegan2nd @marisa1sonly @VeganRoo @BedrosGesaratsi @ukmav @jadeo09 @ForTkdi @GeimerNicholas @FabsPasses @VeganSuperBitch @frsucks @VMythDestroyer @forestwinkle @GenBrandX @Jay_SPQR @Extremely_Vegan @fudcrusher @RichardRavarino @SamHall38002871 @Dairy_is_scary @mrc314 @carnivore_drumr @ProfTimNoakes @joshacapes @SBakerMD Don't know, but when I go to the gynecologist I mostly talk to the doctor about the things that have to be done, the doctor explains to me what is going to happen and makes sure I know what it means. Then, I give my CONSENT to have the gynecologist treat or examine me.",en,"Coordinates(longitude=5.0176128, latitude=52.278009)"
2020-01-03 09:37:26+00:00,Barkey2baby,"@KoganGad @mariemamiii The first thing a doctor would recommend you to not use when having trouble with mucus (it's even on slips you get with cough medicine) is not to use dairy. Drink some tea with lemon, turmeric and ginger",en,"Coordinates(longitude=5.0176128, latitude=52.278009)"
2020-01-02 17:01:40+00:00,simdachi,@ayanshizi @RazaSayyed12 @eng_adraa @Shah_ONCO @weoncologists I did reply to him. I told him we don't need his help. Insha Allah there are already many doctors responding from the whole globe. It's a very good initiative. This disease has increased alarmingly in the last two decades especially in the female population,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
