Datetime,username,Text,language,coordinates
2018-08-21 11:32:57+00:00,SylKuijpers,"@bvdhai I had a great reason for installing Tinder. I was in hospital, very ill, with jetlag (transatlantic flight), it was 3am, two other patients in the room were snoring very loud and asynchronous, I didn’t have earplugs. All my friends were 😴. I was bored. Then I installed Tinder 😉",en,"Coordinates(longitude=5.1195597, latitude=51.9594995)"
2018-08-05 15:20:01+00:00,Antonie19031966,"@MikeQuindazzi @raconteur Yep, the right direction. Look at al those organograms with totally no personal ‘client home’ data in hospitAl organization",en,"Coordinates(longitude=5.1195597, latitude=51.9594995)"
2018-08-04 11:43:35+00:00,PWTerpstra,@CromeTheDragon I’m sorry you’re in the hospital... I hope you’ll get well soon! The address you’ve given: that’s in the UK?,en,"Coordinates(longitude=5.0629808, latitude=51.9969269)"
2018-07-30 15:03:36+00:00,SegerdeLaaf,"@TwoPointStudios  you talk about the minimum specs for TP hospital, what can I expect in term of resolution/level of detail? Because my PC is about 7 years old (i3/Radeon HD68 something, 8GB RAM)",en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2018-07-03 17:22:28+00:00,slaguru,@stevelitchfield I spend a lot of time in hospitals with my wife Steve and it’s never fun or healthy for your diet. Hope it all works out well.,en,"Coordinates(longitude=5.06227385671174, latitude=52.0255213343418)"
2018-06-28 12:36:39+00:00,pieterlak,"@LewisHamilton @TommyHilfiger @nicolashamilton My 10 yr old son. Spinal surgery on Tuesday, walking in the hospital 2 days later. #praderwillisyndrome https://t.co/086CeK8O3E",en,"Coordinates(longitude=5.0949925, latitude=52.085001)"
2018-06-25 17:25:46+00:00,Purring_Kittens,"@ShizuruHakurou Wtf. And why so mad you have to resit an exam? Ywa it sucks but...also, hospital appointment? :(",en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2018-06-13 09:59:06+00:00,vLmNL,Wouter Versluijs @TUTwente Care 4 Supply : the development of a serious game to improve the hospital’s internal supply chain bij @horac Dr. Horacio E. Oduber Hospitaal Aruba https://t.co/jnJVlrIBeQ,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2018-06-12 18:27:51+00:00,rffrancken,And the Dutch hospital MUMC+ has implemented successful this with #ishmed https://t.co/JHto8TlBDy,en,"Coordinates(longitude=4.7919685, latitude=52.0649667)"
2018-06-11 15:33:25+00:00,dewaaier112,"@SandaBlue Then shouldn't children's hospitals etc. not work much closer with riding schools etc. ?  I haven't heard of it here in Holland.  What I do know is that for instance driving in a car has no healing effect at all, because it's unnaturally",en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2018-05-24 09:02:29+00:00,ClionaNi,"Amazing talk by Michelle Cornes at #ICIC18 - a realistic, practical view on what works in hospital discharges for homeless people @KikiAltena https://t.co/HLNq02V1us",en,"Coordinates(longitude=5.0629808, latitude=51.9969269)"
2018-05-24 07:27:25+00:00,IFICInfo,Create opportunities to start a conversation with patients to better understand risk of hospital admissions or visits to the emergency room #ICIC18 https://t.co/pXv4iRq52d,en,"Coordinates(longitude=5.0629808, latitude=51.9969269)"
2018-05-23 09:15:23+00:00,westlake_debra,"#ICIC18 @ Francine van den Driessen Mareeuw, Tilburg University / Jeroen Bosch Hospital, NL the importance of trust as #context in building person centred care with people with Downs Syndrome. Reinforces our findings #p3c and #termsofengagement",en,"Coordinates(longitude=5.0629808, latitude=51.9969269)"
2018-05-08 10:14:10+00:00,DLivemed,Up and running! At Sint Antonius Hospital in Nieuwegein. 2D Perfusion @PhilipsHealth @DirkBrans1 @KnolJoep @SWexner @iLappSurgery @TVLbe @CouckeMarc @eurekadocpub @KristofHayen @nfuchs1970 https://t.co/WkniNaxwoR,en,"Coordinates(longitude=5.0629808, latitude=51.9969269)"
2018-05-08 08:40:22+00:00,PatVei,@QualityForum session #qff5 Steering on Quality in 8 Dutch UMCs #hospitals Quality Based &amp; patient Based governance https://t.co/dyRKwov4t5 #quality2018 @NFU_kwaliteit @Nivel_research,en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
2018-04-22 11:06:27+00:00,reikilaren,We r helping Caretta Caretta turtles hospital in Iztuzu beach in Dalyan Turkei.  You r also… https://t.co/TcUJDnuKxh,en,"Coordinates(longitude=5.24061, latitude=52.24972)"
2018-04-21 16:56:03+00:00,CyclingTalents,"Sadly @oscarvwijk crashed hard during the last lap. He finished the race but will go to the hospital for a check up.
#PromotingTalents",en,"Coordinates(longitude=4.925545, latitude=51.8732917)"
2018-04-17 21:14:40+00:00,Aviriia,"GBP recovery + flu(+5days)...=
Horrific combination😭🤕

I’ve called up the hospital.. and if my health doesn’t improve.. (dehydration) there is a huge chance that i need to get hospitalized.. again🤒😪",en,"Coordinates(longitude=3.2976616, latitude=50.750449)"
2018-03-12 18:49:09+00:00,KasteelVrouwtje,"The ruins of Buchanan Castle, Stirlingshire, Scotland. This castle was requisitioned during World War 2 into a hospital and one of its patients was Rudolf Hess who was taken there after his flight to Scotland in 1941. https://t.co/ozcQSIkE6P .... https://t.co/1S4dxbPBEX",en,"Coordinates(longitude=5.06958961, latitude=52.12838719)"
2018-02-24 20:31:06+00:00,FNInl,De invloed van Nightingale's Notes on Hospitals uit 1863 is misschien nog wel groter geweest dan haar bestseller Notes on Nursing uit 1859. Mooi artikel. https://t.co/VywNYk2uv6,nl,"Coordinates(longitude=5.1423365, latitude=51.9196095)"
2018-02-24 12:41:01+00:00,everbass,"Designers need to tackle more complex problems. Don't stop at interactions. Think of the services these interactions are part of. But even further zoomed out, look at the system. Hospital application &gt; patient journey &gt; healthcare system. @2pk_koen #WIAD18 #WIAD18NL https://t.co/rA8tKr1tBq",en,"Coordinates(longitude=4.9702867, latitude=52.0262429)"
